dirty_id,dirty_name,clean_id,clean_name,entity_type,pattern
155636,“¿No hay bálsamo,16198,¿No hay bálsamo,people,leading_quote
155674,‘¡Papá,151462,¡Papá,place,leading_quote
155780,“Dulce,14718,Dulce,person,leading_quote
155803,“Richard,64184,Richard,person,leading_quote
155875,‘Hermano Monson,133784,Hermano Monson,person,leading_quote
155876,“Presidente,19602,Presidente,person,leading_quote
155886,“ningún,11131,Ningún,person,leading_quote
155908,‘¿Seré,11934,¿Seré,people,leading_quote
155936,Almost Christian:,155937,Almost Christian,person,trailing_punct
155950,“Empty Linen,108734,Empty Linen,person,leading_quote
155967,‘Bien,11916,Bien,place,leading_quote
155989,‘Será,9553,Será,place,leading_quote
155995,‘Pienso,11657,Pienso,person,leading_quote
156216,“Serían,131865,Serían,person,leading_quote
156353,“Noah,18866,Noah,person,leading_quote
156372,“Madre,16956,Madre,place,leading_quote
156384,“comed,131242,Comed,place,leading_quote
156530,Joseph F:,248168,Joseph F,person,trailing_punct
156764,‘Paganos,299268,Paganos,person,leading_quote
156788,“Buen,284985,Buen,place,leading_quote
156863,“¿Por,8954,¿Por,people,leading_quote
156994,“Procuren,131762,Procuren,person,leading_quote
157001,“Regocijémonos,135485,Regocijémonos,place,leading_quote
157002,“Nuestro,5522,Nuestro,person,leading_quote
157051,“Pedir,5660,Pedir,place,leading_quote
157132,“¿Piensan,130912,¿Piensan,people,leading_quote
157140,“Abuelo,311397,Abuelo,person,leading_quote
157189,“¿Vas,8592,¿Vas,person,leading_quote
157247,“Maud Muller,144120,Maud Muller,person,leading_quote
157344,‘Cumpla,167149,Cumpla,place,leading_quote
157411,“ Han,5768,Han,person,leading_quote
157501,‘¿Por,8953,¿Por,place,leading_quote
157805,Lorenzo D. Young's,533168,Lorenzo D. Young,people,possessive
157870,“Vuestra,9357,Vuestra,person,leading_quote
157990,” New Era,63885,New Era,people,leading_quote
158012,“llegó,152714,Llegó,place,leading_quote
158122,‘Amigos,134334,Amigos,person,leading_quote
158188,‘¿Hay,14700,¿Hay,people,leading_quote
158207,‘Estimado,731490,Estimado,person,leading_quote
158213,“Vivan,312687,Vivan,person,leading_quote
158283,‘Justin,79549,Justin,person,leading_quote
158286,‘¿Aún,12008,¿Aún,people,leading_quote
158367,“Carolyn,107373,Carolyn,person,leading_quote
158439,‘Mamá,142591,Mamá,place,leading_quote
158440,’ ‘¿Me,275827,‘¿Me,people,leading_quote
158572,‘¿Hacia,748978,¿Hacia,people,leading_quote
158575,“Rupert,101429,Rupert,person,leading_quote
158576,‘Debe,4895,Debe,person,leading_quote
158578,“Feliz,127553,Feliz,person,leading_quote
158718,‘Paga,736924,Paga,person,leading_quote
158723,“Más,5206,Más,person,leading_quote
158893,‘mormonismo,309873,Mormonismo,people,leading_quote
158938,“¿Preferirías,152992,¿Preferirías,person,leading_quote
159037,“Regresen,152999,Regresen,person,leading_quote
159178,‘Charlie,321887,Charlie,place,leading_quote
159185,“Será,9553,Será,place,leading_quote
159325,Elder Gong’s,58441,Elder Gong,person,possessive
159374,‘¿Va,144029,¿Va,people,leading_quote
159467,‘Twinkle,159468,Twinkle,place,leading_quote
159515,“reconciliaos,7260,Reconciliaos,place,leading_quote
159594,’¿Cree,6051,¿Cree,people,leading_quote
159603,“Marriott Center,348251,Marriott Center,person,leading_quote
159623,‘ Así,5845,Así,person,leading_quote
159687,‘¿Eres,10294,¿Eres,people,leading_quote
159796,“Estaré,338084,Estaré,person,leading_quote
159835,“Devil,246860,Devil,person,leading_quote
159877,‘’mundo,5271,Mundo,people,leading_quote
159908,“John Mills Whitaker,113760,John Mills Whitaker,person,leading_quote
159957,“pitcher,513252,Pitcher,place,leading_quote
160093,“Tendrás,14609,Tendrás,person,leading_quote
160226,“Coro del Tabernáculo de la Manzana del Templo,377471,Coro del Tabernáculo de la Manzana del Templo,place,leading_quote
160293,“Joseph Smith,19102,Joseph Smith,person,leading_quote
160308,‘Recibían,157960,Recibían,person,leading_quote
160349,“Escúchalo,125998,Escúchalo,person,leading_quote
160352,“Han,135460,Han,place,leading_quote
160421,“ Elijah,18672,Elijah,person,leading_quote
160422,“ Elías el profeta,18819,Elías el Profeta,person,leading_quote
160454,“ Hallelujah,539871,Hallelujah,person,leading_quote
160604,“ Cómo,4929,Cómo,person,leading_quote
160717,“Necesidades,309277,Necesidades,person,leading_quote
160724,“Descubrí,131927,Descubrí,person,leading_quote
160726,“Niña,295050,Niña,person,leading_quote
160783,“Aplica,741038,Aplica,person,leading_quote
160847,“Sabes,136054,Sabes,person,leading_quote
160924,“Anne Sullivan,83144,Anne Sullivan,person,leading_quote
160968,“Sed,141945,Sed,people,leading_quote
161059,“¿Habéis,8351,¿Habéis,person,leading_quote
161116,‘Venga,12274,Venga,people,leading_quote
161256,“Greg,73930,Greg,person,leading_quote
161327,‘Tendrás,14609,Tendrás,person,leading_quote
161395,“Eddie,116989,Eddie,person,leading_quote
161487,“Deja,257692,Deja,person,leading_quote
161540,“Sentían,145184,Sentían,person,leading_quote
161622,‘¡Paz,11421,¡Paz,place,leading_quote
161721,Segundo Quórum de los Setenta:,129202,Segundo Quórum de los Setenta,person,trailing_punct
161806,“Hermano José,289818,Hermano José,person,leading_quote
162024,“Every Member,165999,Every Member,person,leading_quote
162042,“Weak,29504,Weak,person,leading_quote
162095,“Ven,5004,Ven,person,leading_quote
162251,“llamad,9941,Llamad,person,leading_quote
162276,“meek,19350,Meek,person,leading_quote
162289,‘Benditos,10025,Benditos,place,leading_quote
162323,“Estad,10561,Estad,person,leading_quote
162395,“Frederick Granger,208083,Frederick Granger,person,leading_quote
162524,“Amado,158650,Amado,person,leading_quote
162605,“Buena,211659,Buena,person,leading_quote
162721,“¿Cuáles,125770,¿Cuáles,people,leading_quote
162977,South America’s,56129,South America,place,possessive
163027,“Sr. Pollard,163024,Sr. Pollard,person,leading_quote
163394,“Estoy,10912,Estoy,person,leading_quote
163505,“Presidente Tanner,137120,presidente Tanner,person,leading_quote
163903,“Descended,13796,Descended,person,leading_quote
163948,‘Gracias a Dios,161541,Gracias a Dios,place,leading_quote
163980,‘Consideremos,306685,Consideremos,place,leading_quote
164071,“Diablo,7017,Diablo,person,leading_quote
164086,‘¿Cuál,135593,¿Cuál,people,leading_quote
164132,“¿cuál,5789,¿Cuál,place,leading_quote
164156,“Clark,63071,Clark,person,leading_quote
164286,“Hazme,9345,Hazme,person,leading_quote
164622,’Estoy,127136,Estoy,place,leading_quote
164783,Woodruff’s,55548,Woodruff,person,possessive
164973,“Tened,7628,Tened,place,leading_quote
164990,“Creemos,756287,Creemos,people,leading_quote
165024,“Permanece,337853,Permanece,place,leading_quote
165162,‘Siento,126798,Siento,place,leading_quote
165240,“Dame,213368,Dame,person,leading_quote
165309,“Paz,9285,Paz,place,leading_quote
165457,” Himnos,5228,Himnos,person,leading_quote
165500,Christopher B. Rich Jr.,271372,Christopher B. Rich Jr,person,trailing_punct
165532,Noah’s Curse:,211940,Noah’s Curse,people,trailing_punct
165553,“Tender,53238,Tender,people,leading_quote
165554,“Seek Learning,123035,Seek Learning,person,leading_quote
165555,“More,14531,More,person,leading_quote
165573,“Somos hijos de Dios,155007,Somos Hijos De Dios,person,leading_quote
165688,“ Procurar,6658,Procurar,person,leading_quote
165713,“Marian,165712,Marian,person,leading_quote
165740,‘¿Con,261906,¿Con,people,leading_quote
165779,Brigham Young Jr.,292316,Brigham Young Jr,person,trailing_punct
165808,“venid,7282,Venid,person,leading_quote
165857,"Committee on Privileges and Elections,",54900,Committee on Privileges and Elections,people,trailing_punct
165896,“Ministrar,19366,Ministrar,person,leading_quote
165980,“Demos,527628,Demos,person,leading_quote
166038,No Weapon Shall Prosper:,638004,No Weapon Shall Prosper,people,trailing_punct
166088,“ Llevar,4953,Llevar,person,leading_quote
166312,“Estadísticamente,165325,Estadísticamente,place,leading_quote
166452,“Elijah,18672,Elijah,person,leading_quote
166593,“ Respuestas,378781,Respuestas,person,leading_quote
166755,“¿Habría,159793,¿Habría,people,leading_quote
166853,“Demasiadas,126655,Demasiadas,person,leading_quote
166893,“ Conversión,18741,Conversión,person,leading_quote
166998,“ Acción,6738,Acción,person,leading_quote
167182,Email Email,167122,Email,person,duplicated_word
167267,Caminar Caminar,154118,Caminar,person,duplicated_word
167292,”¹⁷ Jesus’s,170470,”¹⁷ Jesus,person,possessive
167340,”¹¹ Life’s,171952,”¹¹ Life,people,possessive
167561,Dec.,705471,Dec,period,trailing_punct
167679,Stan’s,61871,Stan,person,possessive
168129,”¹ Joshua’s,172383,”¹ Joshua,person,possessive
168344,Jonah’s,19094,Jonah,person,possessive
168678,Sister Young’s,89063,Sister Young,people,possessive
168980,Ronald K.,555549,Ronald K,person,trailing_punct
169087,”¹⁰ Nephi’s,168073,”¹⁰ Nephi,person,possessive
169194,Paul V.,529912,Paul V,person,trailing_punct
169328,”¹⁰ God’s,168485,”¹⁰ God,person,possessive
169548,George Frideric Handel’s,74668,George Frideric Handel,person,possessive
170028,Notas 1.,167284,Notas 1,people,trailing_punct
170056,John Adams.,67193,John Adams,person,trailing_punct
170116,Jan.,107544,Jan,period,trailing_punct
170224,Easter Easter,33554,Easter,person,duplicated_word
170317,Elder Elder,56082,Elder,person,duplicated_word
170395,Assess Assess,203145,Assess,people,duplicated_word
170488,Sister J. Anette Dennis’s,323602,Sister J. Anette Dennis,person,possessive
170620,William Shakespeare’s,64082,William Shakespeare,person,possessive
170902,Laman’s,19202,Laman,person,possessive
171054,Brent H. Nielson’s,57002,Brent H. Nielson,person,possessive
172146,first day's,50322,first day,period,possessive
172351,James A.,48219,James A,person,trailing_punct
172414,Jose’s,35057,Jose,person,possessive
172468,Elder Pingree’s,727400,Elder Pingree,person,possessive
172542,”¹⁰ The Savior’s,168208,”¹⁰ The Savior,person,possessive
172765,Gratitude Gratitude,85316,Gratitude,person,duplicated_word
172783,Elder Parley P.,538943,Elder Parley P,person,trailing_punct
172958,Emilie’s,123507,Emilie,person,possessive
173077,Glen L. Rudd’s,71728,Glen L. Rudd,person,possessive
173299,SAMUEL SMITH'S,55772,Samuel Smith,person,possessive
173550,Martin Harris's,29722,Martin Harris,person,possessive
173823,"May 16, 1803,",339949,"May 16, 1803",period,trailing_punct
174105,Daniel Mack's,174292,Daniel Mack,person,possessive
174521,Neil Gillum's,517258,Neil Gillum,person,possessive
174567,MARTIN HARRIS'S,29722,Martin Harris,person,possessive
174839,Horace S. Eldredge's,214262,Horace S. Eldredge,people,possessive
175078,A. O. Smoot's,526227,A. O. Smoot,person,possessive
175131,Seth Utley's,175062,Seth Utley,person,possessive
175141,Albert Petty's,517731,Albert Petty,person,possessive
175822,Helen Mar.,165207,Helen Mar,person,trailing_punct
176142,Elder Goodson's,345617,Elder Goodson,person,possessive
176177,The day of God's,33437,the day of God,period,possessive
176359,JAMES LAWSON'S,175780,James Lawson,person,possessive
176552,George Grant's,661552,George Grant,person,possessive
176951,St Luke's,502218,St Luke,person,possessive
177358,The Power of God’s,123395,the Power of God,concept,possessive
177552,Thomas Walmesley's,208920,Thomas Walmesley,person,possessive
177763,Alexander Smith's,341942,Alexander Smith,person,possessive
177847,Willard Chase's,201958,Willard Chase,person,possessive
177943,Andrew Lang's,484832,Andrew Lang,person,possessive
177967,Joseph McKune's,177973,Joseph McKune,person,possessive
177981,William Stafford's,177988,William Stafford,person,possessive
178037,"""Life of Brigham Young",178304,Life of Brigham Young,concept,leading_quote
178226,Apostle Woodruff's,532704,Apostle Woodruff,person,possessive
178383,Conan Doyle's,373194,Conan Doyle,person,possessive
178398,Daniel Hendrix's,178413,Daniel Hendrix,person,possessive
178629,Mother Smith's,114312,Mother Smith,person,possessive
178666,MICH.,89345,Mich,place,trailing_punct
179547,Teachings of Presidents of the Church:,167002,Teachings of Presidents of the Church,concept,trailing_punct
179644,Dios”⁴.,179664,Dios”⁴,person,trailing_punct
179662,John S.,428319,John s,person,trailing_punct
179687,Dios”⁷.,181353,Dios”⁷,person,trailing_punct
179835,Miracles Miracles,105197,Miracles,person,duplicated_word
179872,mundo”⁴.,182780,mundo”⁴,place,trailing_punct
180055,“Your Great Adventure,180098,Your Great Adventure,concept,leading_quote
181253,consuelo”⁸.,181394,consuelo”⁸,person,trailing_punct
181501,Elder Adrián Ochoa’s,727550,Elder Adrián Ochoa,person,possessive
181691,Brian Hales’s,566293,Brian Hales,person,possessive
182553,gozo”⁹.,182635,gozo”⁹,place,trailing_punct
182627,“nuevas,752697,Nuevas,place,leading_quote
183704,mundo”¹⁸.,183046,mundo”¹⁸,person,trailing_punct
184153,Bednar’s,80086,Bednar,person,possessive
184209,“Casa,303514,Casa,place,leading_quote
184475,Dios”⁴.,185768,Dios”⁴,place,trailing_punct
184513,. 8.,185374,. 8,place,trailing_punct
184514,“How Great the Wisdom,57527,How Great the Wisdom,concept,leading_quote
184538,otros”¹⁸.,185041,otros”¹⁸,person,trailing_punct
185487,Jesucristo mismo”³.,184923,Jesucristo mismo”³,person,trailing_punct
185572,otros”⁴.,181918,otros”⁴,people,trailing_punct
185967,Deidad.,18496,Deidad,people,trailing_punct
186296,Robert Patterson's,532058,Robert Patterson,person,possessive
186362,“ S. Monson S. Monson Posición,186352,S. Monson S. Monson Posición,person,leading_quote
186633,Washington Irving's,363258,Washington Irving,people,possessive
187063,"the 19th,",436922,the 19th,period,trailing_punct
187680,Virtue Virtue,19845,Virtue,person,duplicated_word
187897,’ Journal of History,261178,Journal of History,people,leading_quote
188647,Zenos’s,23602,Zenos,person,possessive
188685,Sherem’s,28824,Sherem,people,possessive
189295,Edmund Burke’s,87479,Edmund Burke,person,possessive
189605,Auf Wiedersehen’—we,81810,Auf,person,pronunciation_tail
190908,Frank F. Judd Jr.,332792,Frank F. Judd Jr,person,trailing_punct
191014,Fielding Smith Jr.,377942,Fielding Smith Jr,person,trailing_punct
191756,Shule’s,28117,Shule,person,possessive
191770,Marco Polo’s,191771,Marco Polo,person,possessive
192302,Articles of Faith 1:13].,718279,Articles of Faith 1:13],concept,trailing_punct
192377,Smith’s,48812,Smith,people,possessive
192423,Doctrine and Covenants 2:,128639,Doctrine and Covenants 2,scripture_reference,trailing_punct
192490,Sister Emma’s,89589,Sister Emma,person,possessive
192792,Philip Burroughs’s,192789,Philip Burroughs,people,possessive
192810,Ziba Peterson’s,31551,Ziba Peterson,person,possessive
192881,James Covel’s,31672,James Covel,person,possessive
192891,Elder Pratt’s,74796,Elder Pratt,person,possessive
192900,Sidney’s,193535,Sidney,people,possessive
192905,Sidney Rigdon’s,19546,Sidney Rigdon,person,possessive
193046,Sidney’s,30004,Sidney,person,possessive
193379,Doctrine and Covenants 43:,193378,Doctrine and Covenants 43,scripture_reference,trailing_punct
193381,Doctrine and Covenants 44:,193380,Doctrine and Covenants 44,scripture_reference,trailing_punct
193382,Doctrine and Covenants 45:,130795,Doctrine and Covenants 45,scripture_reference,trailing_punct
193460,Doctrine and Covenants 49:,346396,Doctrine and Covenants 49,scripture_reference,trailing_punct
193463,Doctrine and Covenants 46:,193462,Doctrine and Covenants 46,scripture_reference,trailing_punct
193464,Doctrine and Covenants 47:,130951,Doctrine and Covenants 47,scripture_reference,trailing_punct
193465,Doctrine and Covenants 48:,130952,Doctrine and Covenants 48,scripture_reference,trailing_punct
193527,Doctrine and Covenants 50:,131077,Doctrine and Covenants 50,scripture_reference,trailing_punct
193575,Doctrine and Covenants 1:,128538,Doctrine and Covenants 1,scripture_reference,trailing_punct
193630,Bishop Partridge’s,66883,Bishop Partridge,people,possessive
193635,Newel K. Whitney’s,30204,Newel K. Whitney,person,possessive
193645,Leman’s,130975,Leman,people,possessive
193646,Joseph Knight Jr.,279242,Joseph Knight Jr,person,trailing_punct
193647,Copley’s,131122,Copley,people,possessive
193733,Doctrine and Covenants 51:,131208,Doctrine and Covenants 51,scripture_reference,trailing_punct
193735,Doctrine and Covenants 52:,193734,Doctrine and Covenants 52,scripture_reference,trailing_punct
193737,Doctrine and Covenants 53:,193736,Doctrine and Covenants 53,scripture_reference,trailing_punct
193738,Doctrine and Covenants 54:,131209,Doctrine and Covenants 54,scripture_reference,trailing_punct
193739,Doctrine and Covenants 55:,131210,Doctrine and Covenants 55,scripture_reference,trailing_punct
193741,Doctrine and Covenants 56:,193740,Doctrine and Covenants 56,scripture_reference,trailing_punct
193842,Doctrine and Covenants 57:,344955,Doctrine and Covenants 57,scripture_reference,trailing_punct
193866,Doctrine and Covenants 58:,193865,Doctrine and Covenants 58,scripture_reference,trailing_punct
193885,John Treat Irving Jr.,279473,John Treat Irving Jr,person,trailing_punct
193956,Doctrine and Covenants 59:,131325,Doctrine and Covenants 59,scripture_reference,trailing_punct
193958,Doctrine and Covenants 60:,193957,Doctrine and Covenants 60,scripture_reference,trailing_punct
193959,Doctrine and Covenants 61:,131448,Doctrine and Covenants 61,scripture_reference,trailing_punct
193960,Doctrine and Covenants 62:,131459,Doctrine and Covenants 62,scripture_reference,trailing_punct
194064,Doctrine and Covenants 63:,131539,Doctrine and Covenants 63,scripture_reference,trailing_punct
194160,Doctrine and Covenants 64:,194159,Doctrine and Covenants 64,scripture_reference,trailing_punct
194161,Doctrine and Covenants 65:,131618,Doctrine and Covenants 65,scripture_reference,trailing_punct
194244,Doctrine and Covenants 66:,131619,Doctrine and Covenants 66,scripture_reference,trailing_punct
194245,Doctrine and Covenants 67:,149237,Doctrine and Covenants 67,scripture_reference,trailing_punct
194247,Doctrine and Covenants 68:,194246,Doctrine and Covenants 68,scripture_reference,trailing_punct
194249,Doctrine and Covenants 69:,194248,Doctrine and Covenants 69,scripture_reference,trailing_punct
194250,Doctrine and Covenants 70:,149238,Doctrine and Covenants 70,scripture_reference,trailing_punct
194251,Bishop Edward Partridge’s,193601,Bishop Edward Partridge,people,possessive
194278,Ezra Booth’s,32055,Ezra Booth,person,possessive
194368,Doctrine and Covenants 71:,131752,Doctrine and Covenants 71,scripture_reference,trailing_punct
194369,Doctrine and Covenants 72:,131754,Doctrine and Covenants 72,scripture_reference,trailing_punct
194370,Doctrine and Covenants 73:,131755,Doctrine and Covenants 73,scripture_reference,trailing_punct
194372,Doctrine and Covenants 74:,194371,Doctrine and Covenants 74,scripture_reference,trailing_punct
194374,Doctrine and Covenants 75:,194373,Doctrine and Covenants 75,scripture_reference,trailing_punct
194441,Doctrine and Covenants 76:,73459,Doctrine and Covenants 76,scripture_reference,trailing_punct
194722,Doctrine and Covenants 77:,122861,Doctrine and Covenants 77,scripture_reference,trailing_punct
194723,Doctrine and Covenants 78:,131941,Doctrine and Covenants 78,scripture_reference,trailing_punct
194856,Doctrine and Covenants 10:,124310,Doctrine and Covenants 10,scripture_reference,trailing_punct
194858,Doctrine and Covenants 3:,194857,Doctrine and Covenants 3,scripture_reference,trailing_punct
194944,Doctrine and Covenants 81:,132031,Doctrine and Covenants 81,scripture_reference,trailing_punct
194946,Doctrine and Covenants 82:,194945,Doctrine and Covenants 82,scripture_reference,trailing_punct
194947,Doctrine and Covenants 83:,132033,Doctrine and Covenants 83,scripture_reference,trailing_punct
195094,Doctrine and Covenants 84:,132127,Doctrine and Covenants 84,scripture_reference,trailing_punct
195244,Doctrine and Covenants 85:,195243,Doctrine and Covenants 85,scripture_reference,trailing_punct
195245,Doctrine and Covenants 86:,132213,Doctrine and Covenants 86,scripture_reference,trailing_punct
195246,Doctrine and Covenants 87:,132214,Doctrine and Covenants 87,scripture_reference,trailing_punct
195394,Doctrine and Covenants 88:,132274,Doctrine and Covenants 88,scripture_reference,trailing_punct
195636,Doctrine and Covenants 90:,347143,Doctrine and Covenants 90,scripture_reference,trailing_punct
195645,Doctrine and Covenants 89:,132385,Doctrine and Covenants 89,scripture_reference,trailing_punct
195647,Doctrine and Covenants 91:,132386,Doctrine and Covenants 91,scripture_reference,trailing_punct
195649,Doctrine and Covenants 92:,195648,Doctrine and Covenants 92,scripture_reference,trailing_punct
195734,Doctrine and Covenants 93:,132487,Doctrine and Covenants 93,scripture_reference,trailing_punct
195801,John Johnson’s,30121,John Johnson,person,possessive
195886,Doctrine and Covenants 94:,132625,Doctrine and Covenants 94,scripture_reference,trailing_punct
195887,Doctrine and Covenants 95:,132626,Doctrine and Covenants 95,scripture_reference,trailing_punct
195889,Doctrine and Covenants 96:,195888,Doctrine and Covenants 96,scripture_reference,trailing_punct
195892,Doctrine and Covenants 97:,195890,Doctrine and Covenants 97,scripture_reference,trailing_punct
195911,"August 7,",193875,August 7,period,trailing_punct
195997,Doctrine and Covenants 100:,132722,Doctrine and Covenants 100,scripture_reference,trailing_punct
195999,Doctrine and Covenants 98:,195998,Doctrine and Covenants 98,scripture_reference,trailing_punct
196000,Doctrine and Covenants 99:,132723,Doctrine and Covenants 99,scripture_reference,trailing_punct
196151,Doctrine and Covenants 101:,196150,Doctrine and Covenants 101,scripture_reference,trailing_punct
196240,Doctrine and Covenants 17:,128345,Doctrine and Covenants 17,scripture_reference,trailing_punct
196241,Doctrine and Covenants 5:,128748,Doctrine and Covenants 5,scripture_reference,trailing_punct
196382,Doctrine and Covenants 102:,196381,Doctrine and Covenants 102,scripture_reference,trailing_punct
196384,Doctrine and Covenants 104:,196383,Doctrine and Covenants 104,scripture_reference,trailing_punct
196454,the Prophet Joseph Smith’s,48944,the Prophet Joseph Smith,place,possessive
196514,Doctrine and Covenants 103:,196513,Doctrine and Covenants 103,scripture_reference,trailing_punct
196516,Doctrine and Covenants 105:,196515,Doctrine and Covenants 105,scripture_reference,trailing_punct
196643,Doctrine and Covenants 106:,132940,Doctrine and Covenants 106,scripture_reference,trailing_punct
196644,Doctrine and Covenants 107:,132954,Doctrine and Covenants 107,scripture_reference,trailing_punct
196760,Doctrine and Covenants 109:,133149,Doctrine and Covenants 109,scripture_reference,trailing_punct
196761,Doctrine and Covenants 110:,133150,Doctrine and Covenants 110,scripture_reference,trailing_punct
196826,the Safety Society’s,196827,the Safety Society,people,possessive
196951,Doctrine and Covenants 111:,133224,Doctrine and Covenants 111,scripture_reference,trailing_punct
196952,Doctrine and Covenants 112:,133225,Doctrine and Covenants 112,scripture_reference,trailing_punct
196953,Doctrine and Covenants 113:,133232,Doctrine and Covenants 113,scripture_reference,trailing_punct
196955,Doctrine and Covenants 114:,196954,Doctrine and Covenants 114,scripture_reference,trailing_punct
197058,Doctrine and Covenants 115:,237589,Doctrine and Covenants 115,scripture_reference,trailing_punct
197063,Doctrine and Covenants 117:,344617,Doctrine and Covenants 117,scripture_reference,trailing_punct
197072,Doctrine and Covenants 116:,197071,Doctrine and Covenants 116,scripture_reference,trailing_punct
197075,Doctrine and Covenants 118:,197074,Doctrine and Covenants 118,scripture_reference,trailing_punct
197274,Almon Babbitt’s,30752,Almon Babbitt,person,possessive
197278,Hyrum Smith’s,19583,Hyrum Smith,person,possessive
197336,Doctrine and Covenants 124:,197335,Doctrine and Covenants 124,scripture_reference,trailing_punct
197462,Doctrine and Covenants 125:,197461,Doctrine and Covenants 125,scripture_reference,trailing_punct
197463,Doctrine and Covenants 126:,133646,Doctrine and Covenants 126,scripture_reference,trailing_punct
197464,Doctrine and Covenants 127:,133647,Doctrine and Covenants 127,scripture_reference,trailing_punct
197465,Doctrine and Covenants 128:,184715,Doctrine and Covenants 128,scripture_reference,trailing_punct
197568,Doctrine and Covenants 6:,196242,Doctrine and Covenants 6,scripture_reference,trailing_punct
197570,Doctrine and Covenants 8:,197569,Doctrine and Covenants 8,scripture_reference,trailing_punct
197572,Doctrine and Covenants 9:,197571,Doctrine and Covenants 9,scripture_reference,trailing_punct
197603,Elder Hyde’s,112077,Elder Hyde,person,possessive
197638,William Miller’s,197634,William Miller,person,possessive
197691,Doctrine and Covenants 129:,197690,Doctrine and Covenants 129,scripture_reference,trailing_punct
197693,Doctrine and Covenants 130:,197692,Doctrine and Covenants 130,scripture_reference,trailing_punct
197827,Doctrine and Covenants 132:,164108,Doctrine and Covenants 132,scripture_reference,trailing_punct
197849,Doctrine and Covenants 131:,197848,Doctrine and Covenants 131,scripture_reference,trailing_punct
197999,Doctrine and Covenants 132:,179468,Doctrine and Covenants 132,scripture_reference,trailing_punct
343719,Masonry’s,343717,Masonry,person,possessive
198163,Doctrine and Covenants 133:,133869,Doctrine and Covenants 133,scripture_reference,trailing_punct
198199,Young’s,354562,Young,people,possessive
198289,Doctrine and Covenants 135:,83287,Doctrine and Covenants 135,scripture_reference,trailing_punct
198295,Doctrine and Covenants 134:,133889,Doctrine and Covenants 134,scripture_reference,trailing_punct
198296,Doctrine and Covenants 136:,133951,Doctrine and Covenants 136,scripture_reference,trailing_punct
198402,Doctrine and Covenants 137:,134042,Doctrine and Covenants 137,scripture_reference,trailing_punct
198403,Doctrine and Covenants 138:,122677,Doctrine and Covenants 138,scripture_reference,trailing_punct
198552,Doctrine and Covenants 13:,129145,Doctrine and Covenants 13,scripture_reference,trailing_punct
198554,Doctrine and Covenants 18:,198553,Doctrine and Covenants 18,scripture_reference,trailing_punct
198556,Doctrine and Covenants 7:,198555,Doctrine and Covenants 7,scripture_reference,trailing_punct
198573,Smith Sr.,361737,Smith Sr,people,trailing_punct
198638,Doctrine and Covenants 11:,129021,Doctrine and Covenants 11,scripture_reference,trailing_punct
198639,Doctrine and Covenants 12:,129144,Doctrine and Covenants 12,scripture_reference,trailing_punct
198640,Doctrine and Covenants 4:,128747,Doctrine and Covenants 4,scripture_reference,trailing_punct
198696,Doctrine and Covenants 19:,129352,Doctrine and Covenants 19,scripture_reference,trailing_punct
199369,Dieter F. Uchtdorf’s,126101,Dieter F. Uchtdorf,people,possessive
199373,Joseph Millett’s,90019,Joseph Millett,person,possessive
199507,Andrew’s,3446,Andrew,person,possessive
200020,Scripture Helps:,200019,Scripture Helps,person,trailing_punct
200188,John the Baptist’s,19093,John the Baptist,person,possessive
200250,Elder Cardon’s,714834,Elder Cardon,person,possessive
200833,“The Road to Damascus,120541,The Road to Damascus,concept,leading_quote
200925,Sister Dew’s,84609,Sister Dew,person,possessive
201488,Abraham’s,3278,Abraham,person,possessive
201767,“Your Patriarchal Blessing: A Liahona of Light,96116,Your Patriarchal Blessing: A Liahona of Light,concept,leading_quote
201829,Kolob’s,43205,Kolob,people,possessive
201955,Josiah Stowell’s,201954,Josiah Stowell,person,possessive
201960,Beman’s,346040,Beman,person,possessive
201962,Isaac Hale’s,43320,Isaac Hale,person,possessive
202396,Cherubim Cherubim,18701,Cherubim,person,duplicated_word
203717,St. Catherine’s,392684,St. Catherine,place,possessive
203901,Cassell’s,60303,Cassell,person,possessive
203936,"c. Note 1,",203835,c. Note 1,person,trailing_punct
204311,Zebedee’s,19076,Zebedee,person,possessive
204783,Dean Stanley’s,392677,Dean Stanley,person,possessive
204873,5:10;,49463,5:10,period,trailing_punct
206072,g. Luke 23:2.,206021,g. Luke 23:2,person,trailing_punct
206365,Judas Iscariot’s,19111,Judas Iscariot,person,possessive
207190,Amos Wright’s,289147,Amos Wright,person,possessive
207221,Elder Standing’s,52233,Elder Standing,person,possessive
207383,3rd ed.,85128,3rd ed,period,trailing_punct
207390,J. Smith Jr.,783106,J. Smith JR,person,trailing_punct
207416,Elder Benson’s,62210,Elder Benson,person,possessive
207453,Addison’s,74194,Addison,people,possessive
207511,John Sutter’s,289312,John Sutter,person,possessive
207707,B. Smith’s,534755,B. Smith,person,possessive
207916,David Whitmer’s,31201,David Whitmer,person,possessive
208073,Ann’s,61216,Ann,person,possessive
208118,Lucy’s,291136,Lucy,people,possessive
208158,"Lyman,",209026,Lyman,people,trailing_punct
208377,Emily’s,57823,Emily,person,possessive
208407,Mary Whitmer’s,64768,Mary Whitmer,person,possessive
208409,Philo’s,208408,Philo,people,possessive
208528,Caroline’s,65579,Caroline,person,possessive
208567,577–78;,766878,577–78,period,trailing_punct
208722,Isabella Walton’s,208721,Isabella Walton,person,possessive
